source_url	parsed_url
https://www.mediamatters.org/	https://www.mediamatters.org/msnbc/here-are-some-representatives-unafraid-standing-right-wing-medias-anti-trans-hatred
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/how-fox-manufactured-legitimacy-zeldins-destructive-climate-and-environmental-rollbacks
https://www.mediamatters.org/	https://twitter.com/mmfa
https://www.mediamatters.org/	https://www.mediamatters.org/rss.xml
https://www.mediamatters.org/	https://www.mediamatters.org/#study
https://www.mediamatters.org/	https://www.mediamatters.org/abortion-rights-and-reproductive-health
https://www.mediamatters.org/	https://www.mediamatters.org/climate-energy
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/fox-guest-even-if-trumps-tariffs-create-3-tax-americans-its-not-end-world
https://www.mediamatters.org/	https://www.mediamatters.org/#narrative
https://www.mediamatters.org/	https://www.youtube.com/channel/UC_70iWZ6ym2cglS_kv5YfmA
https://www.mediamatters.org/	https://www.mediamatters.org/#article
https://www.mediamatters.org/	https://www.mediamatters.org/take-action
https://www.mediamatters.org/	https://www.mediamatters.org/audio-video
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/three-ways-maga-media-are-responding-trumps-tariffs-crashing-stock-market
https://www.mediamatters.org/	https://www.facebook.com/Mediamatters/
https://www.mediamatters.org/	https://www.mediamatters.org/search
https://www.mediamatters.org/	https://www.mediamatters.org/studies
https://www.mediamatters.org/	https://www.instagram.com/mediamattersforamerica/
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/fox-touted-trumps-campaign-promise-quickly-lower-prices-now-both-fox-and-trump-are
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/right-wing-media-are-celebrating-trumps-ban-trans-service-members-military
https://www.mediamatters.org/	https://www.mediamatters.org/sites/default/files/css/css_4Z2WnOB3a21VXx8UHZez59D_yVJsgoyvecwcZrEjDtw.css?delta=5&amp;language=en&amp;theme=mmfa_theme&amp;include=eJxtUm1uwyAMvVBopF2ocsAl3gxmYNr19nPaSQtN_xDx7Ph94HZvimleoOFUqqjoveAcWRbgKaULnHXFhPNFsrY9cGzBQCqVgB1TG5tbEVUMzkMZZtSelbzkKYpExrNCnKOm8Qrx9X6CT_gZ5ovfeJNJADtzH3QlIHaNYu4DeyNFxxJl9CmKdSpQIVYoa5tD7QX49I-cei59MY8rhv2vARSZMjovqYDX99m8KSpa-tXCqWEMDR-u7FmMOG3fNGht6JUkOyVl3BeyqDdx7q_hDdeNAk5XwlubH-cpSeg8Qq8hF4iWzA6AZlPcwuK_jhSDUK1oBra12MPsPuxp3slrhWloXSXhxr_HupJ13V2GK0U4GK2YA-V4WIeGUP3qFhnM4U-RhuEiNYH_7rZGz75BBEIwcUkWGvN-FqbH-iEbknXeX84WEfAv8I9RwQ
https://www.mediamatters.org/	https://www.mediamatters.org/sites/default/files/css/css_LWA-ianm3aSTE5bSgN2u5VkGWMbJYpfKnKPiYABvgv4.css?delta=1&amp;language=en&amp;theme=mmfa_theme&amp;include=eJxtUm1uwyAMvVBopF2ocsAl3gxmYNr19nPaSQtN_xDx7Ph94HZvimleoOFUqqjoveAcWRbgKaULnHXFhPNFsrY9cGzBQCqVgB1TG5tbEVUMzkMZZtSelbzkKYpExrNCnKOm8Qrx9X6CT_gZ5ovfeJNJADtzH3QlIHaNYu4DeyNFxxJl9CmKdSpQIVYoa5tD7QX49I-cei59MY8rhv2vARSZMjovqYDX99m8KSpa-tXCqWEMDR-u7FmMOG3fNGht6JUkOyVl3BeyqDdx7q_hDdeNAk5XwlubH-cpSeg8Qq8hF4iWzA6AZlPcwuK_jhSDUK1oBra12MPsPuxp3slrhWloXSXhxr_HupJ13V2GK0U4GK2YA-V4WIeGUP3qFhnM4U-RhuEiNYH_7rZGz75BBEIwcUkWGvN-FqbH-iEbknXeX84WEfAv8I9RwQ
https://www.mediamatters.org/	https://www.mediamatters.org/sean-hannity/sean-hannity-attacks-stock-market-crashing-while-donald-trump-president
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/jesse-watters-suggests-military-invasion-panama
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/fox-parrots-trumps-drug-war-justification-canadamexico-tariffs-even-he-weakened-fentanyl
https://www.mediamatters.org/	https://www.mediamatters.org/charlie-kirk/charlie-kirk-what-you-see-markets-could-be-best-described-little-bit-expulsion
https://www.mediamatters.org/	https://www.mediamatters.org/#twitter
https://www.mediamatters.org/	https://www.mediamatters.org/steve-bannon/steve-bannon-theres-major-law-firms-washington-dc-and-what-we-are-trying-do-put-you
https://www.mediamatters.org/	https://www.mediamatters.org/tim-walz/right-wing-media-attack-tim-walz-his-support-gun-safety-ignoring-horrific-mass-shootings
https://www.mediamatters.org/	https://www.mediamatters.org/sites/default/files/css/css_XFAxoU90YJM7yFzywPViqkD7_dVKnImdqgETH5c-X5M.css?delta=4&amp;language=en&amp;theme=mmfa_theme&amp;include=eJxtUm1uwyAMvVBopF2ocsAl3gxmYNr19nPaSQtN_xDx7Ph94HZvimleoOFUqqjoveAcWRbgKaULnHXFhPNFsrY9cGzBQCqVgB1TG5tbEVUMzkMZZtSelbzkKYpExrNCnKOm8Qrx9X6CT_gZ5ovfeJNJADtzH3QlIHaNYu4DeyNFxxJl9CmKdSpQIVYoa5tD7QX49I-cei59MY8rhv2vARSZMjovqYDX99m8KSpa-tXCqWEMDR-u7FmMOG3fNGht6JUkOyVl3BeyqDdx7q_hDdeNAk5XwlubH-cpSeg8Qq8hF4iWzA6AZlPcwuK_jhSDUK1oBra12MPsPuxp3slrhWloXSXhxr_HupJ13V2GK0U4GK2YA-V4WIeGUP3qFhnM4U-RhuEiNYH_7rZGz75BBEIwcUkWGvN-FqbH-iEbknXeX84WEfAv8I9RwQ
https://www.mediamatters.org/	https://www.mediamatters.org/sites/default/files/css/css_FgqYZHoHiZI29W41dy6R4LNQCJZCwvvKIt7UbFM15ng.css?delta=0&amp;language=en&amp;theme=mmfa_theme&amp;include=eJxtUm1uwyAMvVBopF2ocsAl3gxmYNr19nPaSQtN_xDx7Ph94HZvimleoOFUqqjoveAcWRbgKaULnHXFhPNFsrY9cGzBQCqVgB1TG5tbEVUMzkMZZtSelbzkKYpExrNCnKOm8Qrx9X6CT_gZ5ovfeJNJADtzH3QlIHaNYu4DeyNFxxJl9CmKdSpQIVYoa5tD7QX49I-cei59MY8rhv2vARSZMjovqYDX99m8KSpa-tXCqWEMDR-u7FmMOG3fNGht6JUkOyVl3BeyqDdx7q_hDdeNAk5XwlubH-cpSeg8Qq8hF4iWzA6AZlPcwuK_jhSDUK1oBra12MPsPuxp3slrhWloXSXhxr_HupJ13V2GK0U4GK2YA-V4WIeGUP3qFhnM4U-RhuEiNYH_7rZGz75BBEIwcUkWGvN-FqbH-iEbknXeX84WEfAv8I9RwQ
https://www.mediamatters.org/	https://www.mediamatters.org/cnn/cnn-features-trans-influencer-dylan-mulvaney-game-changer-week
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/fox-business-reporter-trump-has-taken-ownership-economy-he-engineering
https://www.mediamatters.org/	https://www.mediamatters.org/project-2025/project-2025-partner-lays-foundation-trump-ignore-congressional-spending-major-power
https://www.mediamatters.org/	https://www.mediamatters.org/broadcast-networks/broadcast-correspondents-covering-climate-change-2024
https://www.mediamatters.org/	https://www.mediamatters.org/news-analysis
https://www.mediamatters.org/	https://www.mediamatters.org/donald-trump/comprehensive-review-revolving-door-between-fox-and-second-trump-administration
https://www.mediamatters.org/	https://www.mediamatters.org/#facebook
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/maga-media-admitted-trumps-agenda-could-cause-economic-mayhem-indicators-suggest-it-may-be
https://www.mediamatters.org/	https://www.mediamatters.org/antisemitism/gop-backed-house-nominee-lily-tang-williams-posted-false-claim-jewish-people-gave
https://www.mediamatters.org/	https://www.mediamatters.org/cnn/cnn-and-msnbc-feature-trans-voices-coverage-historic-supreme-court-case
https://www.mediamatters.org/	https://www.mediamatters.org/submissions
https://www.mediamatters.org/	https://www.mediamatters.org/newsmax/newsmax-host-its-felt-maybe-recession-was-needed-lot-people
https://www.mediamatters.org/	https://www.mediamatters.org/#search
https://www.mediamatters.org/	https://www.mediamatters.org/#main-content
https://www.mediamatters.org/	https://www.mediamatters.org/contact-us
https://www.mediamatters.org/	https://www.mediamatters.org/privacy
https://www.mediamatters.org/	https://www.mediamatters.org/#instagram
https://www.mediamatters.org/	https://www.mediamatters.org/robert-f-kennedy-rfk-jr/rfk-jr-measles-and-dangerous-legacy-fox-news-covid-19-coverage
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/fox-news-outstripped-cnn-and-msnbc-first-month-covering-trumps-anti-trans-executive-orders
https://www.mediamatters.org/	https://www.mediamatters.org/?page=0
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/trump-wrecks-economy-fox-news-pivots-blaming-biden
https://www.mediamatters.org/	https://www.mediamatters.org/health-care/you-need-cut-medicaid-right-wing-pundits-call-gut-health-coverage-poor
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/jesse-watters-canada-fired-first-official-shot-american-canadian-war
https://www.mediamatters.org/	https://www.mediamatters.org/sean-hannity/sean-hannity-instructs-republicans-let-government-shut-down-and-not-give
https://www.mediamatters.org/	https://www.mediamatters.org/donald-trump/right-wing-media-admit-trumps-drug-war-really-trade-war
https://www.mediamatters.org/	https://www.mediamatters.org/donald-trump/fema-cuts-lurk-state-and-local-news-outlets-speak-experts-about-potential-consequences
https://www.mediamatters.org/	https://www.mediamatters.org/#arrow
https://www.mediamatters.org/	https://www.mediamatters.org/google/right-dominates-online-media-ecosystem-seeping-sports-comedy-and-other-supposedly
https://www.mediamatters.org/	https://fonts.googleapis.com/css?family=Barlow:400,400i,600,600i,700,700i
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/trumps-tariffs-drive-wedge-inside-fox-news
https://www.mediamatters.org/	https://www.mediamatters.org/about
https://www.mediamatters.org/	https://www.mediamatters.org/themes/custom/mmfa_theme/favicon.ico
https://www.mediamatters.org/	https://www.mediamatters.org/broadcast-networks/how-broadcast-tv-networks-covered-climate-change-2024
https://www.mediamatters.org/	https://www.mediamatters.org/guns-public-safety
https://www.mediamatters.org/	https://www.mediamatters.org/cnn/cnns-lead-jake-tapper-highlights-andrew-tates-strong-influence-maga
https://www.mediamatters.org/	https://www.mediamatters.org/sean-hannity/people-are-calling-right-wing-radio-shows-voice-frustrations-trump-administration
https://www.mediamatters.org/	https://www.mediamatters.org/project-2025/inside-project-2025s-attack-reproductive-rights
https://www.mediamatters.org/	https://www.mediamatters.org/michael-knowles/maga-media-take-credit-stirring-capitol-hill-bathroom-controversy
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/right-wing-media-spread-falsehoods-about-minnesotas-abortion-law-after-trumps-poor-debate
https://www.mediamatters.org/	https://www.mediamatters.org/project-2025/trump-administration-personnel-ties-project-2025
https://www.mediamatters.org/	https://www.mediamatters.org/media-matters-weekly-newsletter/media-matters-weekly-newsletter-march-14
https://www.mediamatters.org/	https://www.mediamatters.org/riley-gaines/right-wing-media-revive-manufactured-olympic-controversy-push-expand-trans-athlete
https://www.mediamatters.org/	https://www.mediamatters.org/archives
https://www.mediamatters.org/	https://use.typekit.net/jqh3ujo.css
https://www.mediamatters.org/	https://www.mediamatters.org/
https://www.mediamatters.org/	https://www.mediamatters.org/lgbtq
